,Name,Address,LevelNo,LotSize,SPADate,ActualPrice,PredictedPrice
7913,ENDAH RIA,"D-14/7, JALAN 3/149E",4,947,2017-03-04,420000,378884.3125
6715,DESA GREEN,"1-8-11, JALAN DESA BAKTI",8,578,2017-03-04,360000,405486.21875
3259,SERINGIN RESIDENCES,"B-23-02, JALAN SENANG RIA",23,4908,2017-03-04,4732000,2253332.25
33704,SERI DUTA I,"54-1, (N3-2), JALAN GALLAGHER",1,1690,2017-03-05,1200000,1173479.75
13059,MAY TOWER SERVICE APARTMENT,"7-11-01, 7, JALAN MUNSYI ABDULLAH",11,344,2017-03-05,345000,321656.625
35172,ROSVILLA CONDOMINIUM,"3A-06, JALAN PRIMA PELANGI",3,1195,2017-03-06,655000,560854.125
19501,PAVILION RESIDENCES,"A-19-3, JALAN BUKIT BINTANG",19,1307,2017-03-06,2287250,2399991.5
17947,CENDANA,"B-13-10, JALAN TASIK PERMAISURI",13,624,2017-03-06,210000,209700.0
3761,BUKIT OUG,"E-9-3A, JALAN 34/155",9,1448,2017-03-06,450000,412864.71875
38296,TAMAN P RAMLEE,"48B-3-9 (3-A1), JALAN MAWAR",3,958,2017-03-06,270000,254566.65625
5346,GREENVIEW APARTMENT,"6-3-1, JALAN 8/40",3,855,2017-03-06,210000,184297.046875
5745,SRI RAKYAT,"C-1-24, JALAN 14/155C",1,667,2017-03-06,170000,183215.96875
20677,ANGKASA IMPIAN,"20-13-02, PERSIARAN RAJA CHULAN",13,1238,2017-03-06,585000,659417.5
33197,WALDORF TOWER,"A-19-03, JALAN SRI HARTAMAS 1",19,474,2017-03-06,445000,440688.4375
35539,SHAMELIN BESTARI,"A-3-3, JALAN 2/91A",3,1044,2017-03-06,435000,415684.03125
18047,CENDANA,"B-13-10, JALAN TASIK PERMAISURI",13,624,2017-03-06,210000,219470.125
10672,PLATINUM LAKE PV12,"B-6-2, JALAN LANGKAWI",6,1206,2017-03-06,395000,470951.0
792,SRI PENARA,"C-12-07, JALAN BANDAR SRI PERMAISURI",12,646,2017-03-06,200000,166373.015625
10991,PUTRA MAJESTIK,"C-7-8, JALAN KASIPILLAY",7,1023,2017-03-06,440000,450599.875
3258,SERINGIN RESIDENCES,"B-02-07, JALAN SENANG RIA",2,1808,2017-03-06,910000,962404.5
19787,PLATINUM HILL PV8,"C-13A-03A, JALAN MELATI UTAMA 3, TAMAN MELATI I UTAMA",13,1561,2017-03-06,700000,675058.375
27316,RESIDENSI DESA,"20-1, JALAN RIANG RIA 8",20,1087,2017-03-06,269100,566635.75
460,THE SCOTT GARDEN,"A-18-1, JALAN KLANG LAMA",18,1399,2017-03-06,750000,704383.9375
77,OUG PARKLANE,"E2-23A-2, JALAN 1/152",23,950,2017-03-06,385000,410309.40625
37553,BANGSAR PEAK,"A-15-01, OFF JALAN BANGSAR",15,3563,2017-03-06,3605700,3461572.5
37245,RSGC VIEW,"D2-1-1, JALAN KAMPUNG PANDAN",1,1475,2017-03-06,700000,551649.875
15867,FORTUNE AVENUE,"D-10-2A, JALAN METRO PERDANA 3",10,1137,2017-03-06,470000,391326.1875
37961,ZETA DESKYE,"2-6-7, JALAN KAMPUNG BATU 5, OFF JALAN IPOH",6,966,2017-03-06,580000,491310.96875
4076,WANGSA MAJU SEKSYEN 1,"306, JALAN 6/27A",5,531,2017-03-06,230000,159429.203125
36383,GCB COURT,"12H, JALAN AMPANG",3,1184,2017-03-06,499000,429856.3125
2464,SENI MONT KIARA,"B-9-2, CHANGKAT DUTA KIARA",9,2906,2017-03-06,2190000,2136824.75
2463,SENI MONT KIARA,"A-8-3A, CHANGKAT DUTA KIARA",8,2411,2017-03-06,1800000,1825783.875
33681,CHELSEA @ PLAZA DAMAS 3,"B-6-29, JALAN SRI HARTAMAS 1",6,595,2017-03-06,470000,506003.1875
32833,3 RESIDEN @ MELAWATI,"A-4-1, DESA MELAWATI",4,1399,2017-03-06,715000,758831.625
37014,PUTRA COURT,"10B-12A-1, OFF JALAN IPOH",12,1066,2017-03-06,450000,351751.25
31896,LAMAN MIDAH,"9-6 (P: A-9-3A), JALAN MIDAH 8",9,797,2017-03-07,300000,392510.28125
2651,BANDAR TASIK SELATAN FLAT,"A-12-12, JALAN 30/146",12,657,2017-03-07,150000,144630.125
20620,G RESIDENCE,"A-15-12, JALAN DESA PANDAN",15,1087,2017-03-07,770000,792279.8125
26773,K RESIDENCE (AVENUE K),"K-40-5, JALAN AMPANG",40,1527,2017-03-07,2000000,2253721.25
76,OUG PARKLANE,"B2-16-09, JALAN 1/152",16,950,2017-03-07,375000,411426.9375
20676,ANGKASA IMPIAN,"20-7-5 (7E), PERSIARAN RAJA CHULAN",7,743,2017-03-07,420000,457399.96875
29110,WINNER COURT A,"21-0-1, JALAN 1/125A",0,786,2017-03-07,300000,256969.984375
7802,SERI BUKIT CEYLON,"12B-3A, NO. 8, LORONG CEYLON, OFF JALAN RAJA CHULAN",12,646,2017-03-07,640000,515157.1875
15198,CEMARA,"C-5-2, JALAN SRI PERMAISURI 3",5,732,2017-03-07,320000,315758.125
11198,SENTUL MURNI,"211-8-05, JALAN 41/48",8,700,2017-03-07,150000,122018.7109375
25302,MENARA MEGAH,"1-1-4, JALAN KOLAM AIR",1,818,2017-03-07,220000,222939.890625
20002,VISTA KOMANWEL B,"B-21-1, OFF LEBUHRAYA KESAS",21,1378,2017-03-07,568000,562106.0625
1072,REGALIA SERVICE APARTMENT,"A-18-3B, JALAN SULTAN ISMAIL",18,988,2017-03-07,750000,676966.0
3070,ROYAL DOMAIN SRI PUTRAMAS 2,"A1-05-01, JALAN PUTRAMAS 2",5,1281,2017-03-07,600000,589981.6875
32559,PLATINUM LAKE PV21,"A-27-13A, JALAN USAHAWAN 2, OFF JALAN GENTING KLANG",27,900,2017-03-07,420000,415377.6875
35283,MIDAH RIA CONDOMINIUM,"20-13-3, JALAN MIDAH 8",13,969,2017-03-07,490000,415746.65625
4568,LE YUAN RESIDENCE,"A-6-12, JALAN SELESARIA",6,1406,2017-03-07,760000,748035.125
23577,FORTUNE COURT,"6-1B, JALAN METRO PERDANA TIMUR 2",6,883,2017-03-07,290000,223767.0
7064,TASIK HEIGHTS,"B7-2, LEBUHRAYA ELITE",7,854,2017-03-07,319000,266077.25
32866,CARLTON @ PLAZA DAMAS 3,"A-3-2, JALAN SRI HARTAMAS 1",3,600,2017-03-07,428000,481706.125
3760,BUKIT OUG,"8-3-8, JALAN 3A/155, PHASE 1B",3,791,2017-03-07,285000,253030.65625
24227,THE PARK RESIDENCE,"A-11-1, JALAN 1/112H, BANGSAR SOUTH",11,2097,2017-03-07,1200000,1472856.5
27094,CLEAR WATER RESIDENCE,"6-3A, CHANGKAT SEMANTAN",6,1135,2017-03-07,1025000,963229.0625
27186,PRIMA DUTA,"B-12B-02, OFF JALAN SEGAMBUT",12,1615,2017-03-07,450000,644360.1875
16602,PERMATA FADASON,"E-2-9, JALAN 2/17",2,700,2017-03-07,160000,155378.328125
29730,1 PETALING,"16-2, JALAN 1C/149",16,904,2017-03-07,373000,437423.6875
3444,MIDFIELDS,"B1-1-6, JALAN BESI KAWI, OFF LEBUHRAYA SG BESI",1,1253,2017-03-07,620000,622737.9375
2252,WANGSA MAJU SEKSYEN 2,"403, JALAN 4/27A",2,527,2017-03-07,210000,185182.890625
30510,SANG SURIA,"C1-A-09-3, JALAN IPOH",1,1162,2017-03-07,490000,562117.875
9529,PANGSAPURI BANDAR BARU SENTUL,"79-0-21, JALAN SENTUL",0,560,2017-03-08,205000,172690.046875
9530,PANGSAPURI BANDAR BARU SENTUL,"73-02-10, OFF JALAN SENTUL",2,560,2017-03-08,100000,167202.6875
35006,KASTURI,"5-7-1, JALAN TASIK PERMASIURI 3",7,657,2017-03-08,175000,159045.296875
23401,MIHARJA CONDOMINIUM,"D1-8-4, JALAN LOKE YEW",8,959,2017-03-08,350000,357622.90625
26637,PLATINUM HILL PV6,"C-10-3, PV6, JALAN MELATI UTAMA",10,1335,2017-03-08,465000,535299.8125
20675,ANGKASA IMPIAN,"20-26-06, PERSIARAN RAJA CHULAN",26,1539,2017-03-08,650000,638684.5
10990,PUTRA MAJESTIK,"C-21-9, JALAN KASIPILLAY",21,1023,2017-03-08,412000,447978.03125
1813,SOLARIS DUTAMAS,"B2-18-8, JALAN DUTAMAS 1",18,1152,2017-03-08,1050000,946721.4375
21930,MENARA ORKID,"45-07-17, JALAN 3/48A, OFF JALAN SENTUL",7,838,2017-03-08,285000,274386.0625
459,THE SCOTT GARDEN,"A-20-32, JALAN KELANG LAMA",20,775,2017-03-08,480000,486131.4375
14056,SUASANA SENTRAL LOFT CONDO,"B-36-06, JALAN SENTRAL STESYEN 5",36,2831,2017-03-08,2200000,1974578.125
26107,SRI JATI I,"A-13-3, JALAN PUCHONG",13,958,2017-03-08,375000,365710.09375
29866,ZEHN BUKIT PANTAI,"A-18-1, JALAN BUKIT PANTAI",18,3531,2017-03-08,2500000,2360296.75
31693,INDAH APARTMENT,"4-1-10(P:A-2-10), JALAN 1D/6",1,807,2017-03-08,325000,302950.90625
31061,8 PETALING,"3-3, JALAN RADIN 5",3,1733,2017-03-08,820000,719147.1875
23236,SRI INTAN 1,"C-18-1 (IT3-18-10B), OFF JALAN IPOH",18,1152,2017-03-08,450000,384326.40625
24558,DANAU PERMAI,"6-9-3, JALAN 3/109F",9,1249,2017-03-08,618000,653786.875
22611,MENARA BINTANG GOLDHILL,"B-12-3, 239, JALAN TUN RAZAK",12,1475,2017-03-08,900000,913805.5625
26591,FABER RIA,"4-9, OFF JALAN KELANG LAMA",4,1313,2017-03-08,600000,629710.375
34166,BUKIT SEGAMBUT APARTMENT,"3-21, JALAN 6/38D",3,995,2017-03-08,410000,392360.1875
7187,ST.MARY RESIDENSI,"A1-5-2, JALAN TENGAH",5,1141,2017-03-08,1480000,899274.625
19569,I-ZEN KIARA II,"27-5, JALAN KIARA",27,1668,2017-03-08,1050000,982125.0
13242,IDAMAN SUTERA,"C-10-4, IDAMAN SUTERA, MEDAN IDAMAN",10,850,2017-03-08,330000,292262.21875
10378,CHERAS RIA,"D-9-5, JALAN 6/95B OFF JALAN KETUMBAR",9,570,2017-03-08,90000,123173.3828125
1071,REGALIA SERVICE APARTMENT,"B-23A-9, JALAN SULTAN ISMAIL",23,500,2017-03-08,475000,461506.03125
31129,SURIA MAGNA,"A-2-8, JALAN KEPONG",2,635,2017-03-08,150000,141879.109375
22002,THE TAMARIND,"E1C-5-3, JALAN SENTUL INDAH",5,964,2017-03-08,660000,596847.4375
15027,SAVILLE @ MELAWATI,"B-9-10, JALAN KOLAM AIR",9,904,2017-03-08,450000,509509.03125
26684,TERATAI MEWAH CONDOMINIUM,"48-2-12, JALAN LANGKAWI",2,943,2017-03-08,388000,364850.6875
11979,AMAN PUTRA APARTMENT,"C-8-17, OFF JALAN KEPONG",8,721,2017-03-08,190000,157987.390625
17288,THE CAPERS,"C-5-3, LORONG TIMUR, SENTUL EAST",5,1381,2017-03-08,920000,860374.25
11197,SENTUL MURNI,"209-12-12, JALAN DATO SENU 26",12,678,2017-03-08,155000,119239.5390625
12268,SENTUL UTAMA,"B-12-02, BANDAR SENTUL UTAMA",12,891,2017-03-08,325000,331973.46875
35790,THE HORIZON RESIDENCES,"B-13-1, THE HORIZON JALAN TUN RAZAK",13,1345,2017-03-08,2050000,1270626.375
11697,THE SAFFRON,"E2A-16-9, JALAN IPOH",16,1087,2017-03-08,700000,674002.125
37799,SERAI BUKIT BANDARAYA,"A-08-03, NO.98, JALAN MEDANG SERAI",8,6759,2017-03-08,12100000,3891123.0
31499,VILLA SCOTT,"33-12-6, JALAN SCOTT",12,1367,2017-03-09,830000,797936.5
5345,GREENVIEW APARTMENT,"1-1-18, JALAN 8/40",1,855,2017-03-09,180000,179827.015625
2251,WANGSA MAJU SEKSYEN 2,"205, JALAN 4/27A",2,667,2017-03-09,240000,207419.84375
22503,SEGAR APARTMENT,"G-03-316, JALAN 1A",3,549,2017-03-09,170000,159020.890625
35402,PEARL SURIA RESIDENCE,"S-13-17, JALAN SEPADU, OFF JALAN KLANG LAMA",13,1158,2017-03-09,833760,629098.125
9635,PLATINUM LAKE PV20,"A-05-11, JALAN USAHAWAN 2, OFF JALAN GENTING KLANG",5,1528,2017-03-09,730000,628427.75
35074,3 KIA PENG,"3A-3, JALAN KIA PENG",3,2530,2017-03-09,2200000,2367709.5
7325,GENTING COURT,"11-11-3, OFF JALAN GENTING/KLANG",11,802,2017-03-09,260000,250430.0
18268,PRISMA CHERAS,"4-7-10, JALAN MIDAH 8A",7,1087,2017-03-09,400000,448834.15625
34723,VERDANA,"A1-15-03, JALAN DUTAMAS MELATI",15,1751,2017-03-09,990000,1077731.0
20811,THE MAPLE,"W1B-28-3, PERSIARAN PARK VIEW",28,1535,2017-03-09,1200000,971368.125
30266,THE ELEMENTS,"A-33A-5, JALAN BEMBAN (THE ELEMENTS SERV APARTMENT)",33,850,2017-03-09,850000,856910.5
