,Name,Address,LevelNo,LotSize,SPADate,ActualPrice,PredictedPrice
19278,WANGSA MAJU SEKSYEN 4,"NO 105, BBWM",23,527,2017-08-28,200000,164779.125
3243,SERINGIN RESIDENCES,"B-16-11, JALAN SENANG RIA",16,2120,2017-08-28,1200000,1159276.375
34373,CASA RESIDENCY,"16-8, JALAN GALLOWAY (OFF JALAN PUDU)",16,1066,2017-08-28,1050000,1018779.5625
28256,SRI DESA,"5-1-2, JALAN 1/116B",1,926,2017-08-28,372000,406964.1875
27680,CASA KIARA,"B-7-3A, JALAN KIARA 3",7,1216,2017-08-28,725000,772731.125
13406,JALIL DAMAI,"E-05-10, JALAN 14/155C",5,947,2017-08-28,445000,408854.0
36165,BANGSAR HEIGHTS,"C1-16-3, JALAN KALOI, OFF JALAN KURAU",16,904,2017-08-28,785000,654653.5
2226,WANGSA MAJU SEKSYEN 2,"304, JKN 4/27A",3,624,2017-08-28,180000,179337.71875
2439,SENI MONT KIARA,"A-38-05, CHANGKAT DUTA KIARA",38,2906,2017-08-28,2500000,2491161.5
31591,2 HAMPSHIRE,"9-2, PERSIARAN HAMPSHIRE",9,2368,2017-08-28,1600000,1803246.75
8411,KIARAMAS AYURIA CONDO,"C-21-02, JALAN KIARA 7",21,2002,2017-08-28,1568000,1441561.5
26437,PLAZA METRO PRIMA,"A-9-9, JALAN METRO 1",9,958,2017-08-28,418000,360665.71875
11399,MENARA MENJALARA,"G-15-8 (A4-15-8), JALAN 1/62B",15,1076,2017-08-28,450000,465870.59375
38552,KAWASAN JALAN AMPANG/AMPANG HILIR,"A-3-1, DEDAUN JALAN AMPANG",3,3517,2017-08-28,4662360,1745278.125
35787,THE HORIZON RESIDENCES,"A-23A-08, THE HORIZON JALAN TUN RAZAK",23,560,2017-08-28,820000,895538.0625
17043,AC4,"B-3A-5, JALAN TAMAN SERI SENTOSA",3,624,2017-08-28,115000,57368.04296875
26298,CONNAUGHT AVENUE,"C-13A-11, JALAN 4/142",13,950,2017-08-28,418000,419762.9375
10270,BUKIT PANDAN,"A-3-6 (P: H-4-07), JALAN CHERAS LAMA",3,1130,2017-08-28,378000,357650.1875
23910,HAPPY GARDEN FLAT,"7-4-8, JALAN 1/127A",4,689,2017-08-28,200000,176945.359375
37181,TONG FATT BUILDING,"116D, JALAN SULTAN ABD SAMAD",1,786,2017-08-28,170000,227665.0625
35813,THE SENTRAL RESIDENCES,"A-26-3A, NO, 8 JALAN STESEN SENTRAL 2",26,1830,2017-08-28,2238000,1593488.625
34936,BANGSAR PUTERI,"47-1-3(D-1-3), JALAN MEDANG SERAI",1,1733,2017-08-28,720000,1052144.125
7311,GENTING COURT,"9-9-9, JALAN 3/50C",9,802,2017-08-28,253333,251223.9375
37515,CLIVEDEN @ PLAZA DAMAS 3,"C-5-8, JALAN SRI HARTAMAS 1",5,496,2017-08-28,468300,428704.6875
26861,SRI MUTIARA,"167-5-13, JALAN SG BESI",5,1235,2017-08-28,370000,370878.0625
29230,MONT KIARA PELANGI,"B-3-1, OFF JALAN BUKIT KIARA",3,1206,2017-08-28,770000,801061.875
15099,TAMAN INTAN BAIDURI,"6-2-29, OFF JALAN SELAYANG",2,549,2017-08-28,115000,89447.1953125
7440,MARC SERVICE RESIDENCE,"B-19-3, JALAN PINANG",19,1055,2017-08-28,1420000,1438372.875
7798,SERI BUKIT CEYLON,"08-07(P:0807), NO. 8, LORONG CEYLON, OFF JALAN RAJA CHULAN",8,732,2017-08-29,630000,1098617.5
33727,VISTARIA RESIDENSI KONDOMINIUM,"A-22-5, VISTARIA RESIDENSI, NO.3, JALAN 6/92B",22,1453,2017-08-29,665000,362283.1875
26822,QUADRO RESIDENCE,"A-12-2, JALAN KIA PENG",12,2357,2017-08-29,2400000,2112836.5
33512,ALAM PURI 51,"10-2, JALAN KAMPUNG BATU 5, OFF JALAN IPOH",10,1119,2017-08-29,555000,541039.875
16690,11 MONT KIARA,"D-16-2, JALAN KIARA 1",16,3305,2017-08-29,2800000,2704344.5
4224,THE LEAFZ @ DEDAUN SUNGAI BESI,"B-23-8, JALAN HANG TUAH 2",23,1025,2017-08-29,650000,596681.8125
26297,CONNAUGHT AVENUE,"C-11-7, JALAN 4/142",11,950,2017-08-29,430000,424934.625
26341,WINNER COURT B,"16-5-9 (A-6-9), JALAN 1/125A",5,829,2017-08-29,330000,294909.75
16691,11 MONT KIARA,"E--17-1, JALAN KIARA 1",17,3154,2017-08-29,2650000,2694839.25
14261,LA GRANDE KIARA,"B-19-5, JALAN DUTA KIARA",19,2034,2017-08-29,1170000,1048196.125
33138,SENTUL UTARA FLAT,"156-6-11, JALAN SENTUL",6,753,2017-08-29,215000,183995.15625
36100,MAXIM CITILIGHTS,"A-09-01, JALAN SENTUL PERDANA",9,1009,2017-08-29,420000,456354.25
12804,TAMAN SRI ENDAH,"3-3-04, JALAN 3/149B",3,646,2017-08-29,150000,149101.4375
1587,THE Z RESIDENCE,"JC-03-03, JALAN JALIL PERWIRA 2",3,1033,2017-08-29,590000,587661.375
12256,SENTUL UTAMA,"B-03-10, JALAN DATO SENU 26",3,873,2017-08-29,338000,348452.15625
4381,MUTIARA MAGNA,"B-13-27, JALAN METRO 1",13,721,2017-08-29,200000,139880.078125
17868,DESA TUN RAZAK,"2-1-5, JALAN 8/118B",1,657,2017-08-29,160000,152515.640625
6278,ABADI INDAH APARTMENT,"55-8-4, JALAN 3/109C",8,926,2017-08-29,355000,356571.9375
13142,TAMAN SUNGAI BESI,"2-4-4, JALAN 1/108C",4,646,2017-08-29,100000,110302.3515625
30890,KIARAMAS CENDANA,"10-23-03, JALAN DESA KIARA",23,3660,2017-08-29,2200000,1962327.125
20672,ANGKASA IMPIAN,"A-18-3, PERSIARAN RAJA CHULAN",18,1163,2017-08-29,638000,678163.375
21171,PANGSAPURI BANDARAYA GOMBAK,"26-01-01, FASA 2",1,560,2017-08-29,100000,137686.484375
22934,DESA DAMANSARA,"522, JALAN SETIAKASIH",10,1216,2017-08-29,1530000,1032801.875
35832,CENTRAL RESIDENCE,"A-21-5, JALAN SUNGAI BESI",21,565,2017-08-29,400000,482333.15625
34827,VILLA ANGKASA,"30-14-05, JALAN SENTUL BAHAGIA",14,786,2017-08-29,270000,226220.171875
35474,ALPHA VILLA,"2-11, JALAN 2/27A",2,1044,2017-08-29,455000,414894.3125
30780,ANGGUNPURI,"18-11, JALAN DUTAMAS RAYA SEGAMBUT",18,1023,2017-08-29,450000,531188.8125
5472,ARENA GREEN,"E-03-13A, BUKIT JALIL",3,732,2017-08-29,302000,335493.5625
27859,DESA PUTRA,"A-17-02, JALAN WANGSA PERDANA 3",17,1249,2017-08-29,720000,646744.0
4545,LE YUAN RESIDENCE,"A-13-05, JALAN SELESARIA",13,1663,2017-08-30,950000,861683.1875
25,OUG PARKLANE,"B2-15-10, JALAN 1/152",15,950,2017-08-30,830000,401747.53125
21241,WANGSA MAJU SEKSYEN 10,"306-C-5, JALAN 3/27A",3,531,2017-08-30,150000,131125.828125
8178,SUASANA LUMAYAN,"A-07-10, JALAN TASIK PERMAISURI 2",7,1142,2017-08-30,525000,471099.6875
17577,VISTA KOMANWEL C,"C-25-5, OFF LEBUHRAYA KESAS",25,1378,2017-08-30,590000,580845.9375
16530,KM1 WEST,"B-11-2, JALAN JALIL PERKASA 1",11,1711,2017-08-30,1260000,1199598.75
15947,SWISS GARDEN HOTEL,"N-17-01, JALAN GALLOWAY",17,743,2017-08-30,820000,856904.75
30154,INTAN APARTMENT,"25-3-1, JALAN SETIAWANGSA",3,988,2017-08-30,368000,330802.25
13775,SRI SUAJAYA KONDO,"204-4-4, JALAN KAMPUNG BANDAR DALAM",4,969,2017-08-30,295000,316468.71875
37598,ASTAKA HEIGHTS APARTMENTS,"10-3-1, JALAN 11/91",3,1076,2017-08-30,465000,418707.03125
27722,LUMINA KIARA,"8-2, JALAN DUTA KIARA",8,1421,2017-08-30,1150000,1039152.625
34526,PANGSAPURI PERMAI,"D-14-6, JALAN LANDAI PERMAI",14,646,2017-08-30,130000,139646.421875
1586,THE Z RESIDENCE,"B-03-12, JALAN JALIL PERWIRA 2",3,1238,2017-08-30,650000,634881.6875
445,THE SCOTT GARDEN,"B-22-28, JALAN KELANG LAMA",22,775,2017-08-30,630000,484786.5
35415,PINANG 1A,"15-04-11, OFF JALAN KLANG LAMA",4,936,2017-08-30,270000,252081.921875
22267,288 RESIDENCES,"B-16-6, JALAN RIANG RIA",16,1216,2017-08-30,586000,617054.375
22672,GATEWAY KIARAMAS,"A-28-01, JALAN KIARA 3",28,1647,2017-08-30,1000000,1007788.4375
35812,THE SENTRAL RESIDENCES,"A-13-2, NO, 8 JALAN STESEN SENTRAL 2",13,1033,2017-08-30,1280000,1188560.75
18780,PANTAI PANORAMA,"5-8-3, JALAN 112H, OFF JALAN KERINCHI",8,1249,2017-08-30,580000,730834.4375
29693,NORTHPOINT RESIDENCES,"B-17-8, MEDAN SYED PUTRA",17,1819,2017-09-01,1990000,1582622.25
1050,REGALIA SERVICE APARTMENT,"B-20-5, JALAN SULTAN ISMAIL",20,505,2017-09-04,555000,463061.40625
37786,PALMYRA BANGSAR,"F-5-2, JALAN MEDANG TANDUK",5,4133,2017-09-04,4500000,3522128.75
27535,CASA DESA,"G-LG-06, JALAN DESA UTAMA",0,1367,2017-09-04,725000,710901.0
8410,KIARAMAS AYURIA CONDO,"C-20-3A, JALAN KIARA 7",20,2002,2017-09-04,1430000,1447372.0
12802,TAMAN SRI ENDAH,"1-2-2, JALAN 3/149B",2,936,2017-09-04,290000,316347.09375
12803,TAMAN SRI ENDAH,"5-1-9, JALAN 3/149B",1,936,2017-09-04,430000,330760.9375
1794,SOLARIS DUTAMAS,"B4-9-5, JALAN DUTAMAS 1",9,1012,2017-09-04,850000,861346.3125
2823,VILLA WANGSAMAS CONDO,"A-10-6, JALAN SERI WANGSA 2 (JALAN 34/26)",10,1270,2017-09-04,520000,549511.8125
6277,ABADI INDAH APARTMENT,"7-12-11, JALAN 3/109C",12,807,2017-09-04,330000,325177.6875
7564,PLATINUM HILL PV2,"B-10-11, JALAN TAMAN MELATI 1",10,1324,2017-09-04,550000,507840.25
29972,SRI SHAMELIN,"5-11, JALAN 3/91A",5,614,2017-09-05,170000,161240.84375
30855,231 TR SERVICE SUITES,"13-2, 231TR SERVICE SUITE",13,549,2017-09-05,455000,518650.28125
8535,CHANGKAT VIEW CONDOMINIUM,"C-3A-02, CHANGKAT VIEW CONDO",3,1098,2017-09-05,486000,556846.25
38661,TINGGIAN TITIWANGSA @ THE REACH,"A-25-3, JALAN TIARA TITIWANGSA",25,1433,2017-09-05,845000,1066944.125
25652,AWANAPURI,"C-9-8, AWANAPURI, JALAN CHERAS",9,1195,2017-09-05,450000,490085.34375
13686,MONT KIARA AMAN,"B-26-3, OFF JALAN BUKIT KIARA",26,2196,2017-09-05,1380000,1375605.25
34718,VERDANA,"A1-10-2, JALAN DUTAMAS MELATI",10,1395,2017-09-05,965000,869450.8125
35719,MIDAH RIA APARTMENT,"22-15-2, JALAN MIDAH 8A",15,560,2017-09-05,167000,146576.765625
19635,SUASANA SENTRAL,"B-35-03, JALAN STESEN SENTRAL 5",35,2799,2017-09-05,1820000,1833545.25
37351,KL GATEWAY,"R1-10-8, JALAN KERINCHI",10,500,2017-09-05,498000,477533.71875
15621,PANORAMA RESIDENCES,"A-6-3A, JALAN BULLION MEWAH 9",6,1087,2017-09-05,485000,486871.0
23175,SRI PENAGA,"37-12-7, JALAN MAAROF",12,1173,2017-09-05,1300000,1173262.625
37321,KELOMPOK TEMPUA,"14-1-01, JALAN 15/56, AMPANG/ULU KLANG",1,549,2017-09-05,150000,125359.6171875
6668,DESA GREEN,"DG2-10-7, JALAN DESA BAKTI",10,578,2017-09-05,374800,406815.1875
8409,KIARAMAS AYURIA CONDO,"A-19-02, JALAN KIARA 7",19,2002,2017-09-05,1400000,1439301.75
28254,SRI DESA,"3-2-6(2-2-2), JALAN 1/116B",2,926,2017-09-05,390000,409316.71875
22321,PUNCAK PRIMA,"D-9-5, JALAN SRI HARTAMAS 17",9,958,2017-09-05,555000,562309.8125
27946,CASA RIA,"271-1-1, JALAN JEJAKA",1,1076,2017-09-05,400000,418512.21875
31991,ONE CENTRAL PARK,"10-5, JALAN RESIDEN 2",10,1270,2017-09-05,1190000,973580.9375
25025,BUSTAN SHAMELIN,"15-3-12, JALAN 2/91A",3,1023,2017-09-05,390000,274068.03125
31895,LAMAN MIDAH,"11-14, JALAN MIDAH 8",11,797,2017-09-05,405000,394132.59375
2225,WANGSA MAJU SEKSYEN 2,"201, BBWM",3,710,2017-09-05,182000,205201.46875
37148,KATANA,"03-03, JALAN MADGE",3,3789,2017-09-05,1850000,2498630.25
35147,PKNS KAMPUNG BARU,"22D, JALAN RAJA MUDA",16,840,2017-09-05,260000,202684.328125
9711,PUNCAK BANYAN,"A-13-08, JALAN PUNCAK GADING",13,818,2017-09-05,318000,318570.21875
28255,SRI DESA,"5-3-6, JALAN 1/116B",3,926,2017-09-05,390000,412376.0
29729,1 PETALING,"05-03, JALAN 1C/149, OFF JALAN SG BESI",5,904,2017-09-05,650000,427417.125
23393,MIHARJA CONDOMINIUM,"A2-11-01, JALAN PALONG, OFF JALAN CHERAS",11,959,2017-09-05,395000,358495.71875
11583,KIARA VILLE,"B-5-2, CHANGKAT DUTA KIARA",5,1927,2017-09-05,1300000,1282602.5
18475,TAMAN DESA CHERAS,"7-1R, JALAN 5/154D",7,663,2017-09-05,92000,89183.3046875
21308,PRISMA PERDANA,"B-6-5, JALAN MIDAH 8A",6,818,2017-09-05,350000,328729.75
20740,VISTA ANGKASA APARTMENT,"6-4-7, BUKIT KERINCHI",4,936,2017-09-05,445000,361493.90625
13405,JALIL DAMAI,"C-2-1, JALAN 14/155C",2,1076,2017-09-05,460000,445485.71875
20970,TAMAN JINJANG BARU,"1-4-5, JALAN 9/32",4,549,2017-09-06,90000,88870.265625
8679,ANGKASA,"B-12-2, JALAN PUNCAK GADING",12,926,2017-09-06,380000,416547.5625
35000,KASTURI,"5-7-12, JALAN TASIK PERMASIURI 3",7,657,2017-09-06,180000,159045.296875
34872,MENARA SEPUTIH,"M1-3-28, JALAN KLANG LAMA",3,398,2017-09-06,233000,172022.6875
29622,TAMAN CONNAUGHT,"5-6-1, JALAN 2/124",6,635,2017-09-06,180000,156892.96875
8680,ANGKASA,"B-23-5, JALAN PUNCAK GANDING",23,926,2017-09-06,420000,431765.9375
18406,THE TREEZ JALIL RESIDENCE,"21-05, JALAN 13/155B",21,3477,2017-09-06,3200000,2119565.0
6276,ABADI INDAH APARTMENT,"7-4-11, JALAN 3/109C",4,829,2017-09-06,340000,320760.59375
36915,MENARA JENTAYU,"1-8-6, JALAN 3/56, AMPANG/ULU KLANG",8,872,2017-09-06,260000,212532.78125
26296,CONNAUGHT AVENUE,"C-16-01, JALAN 4/142",16,950,2017-09-06,408000,412802.90625
36397,SERI AMPANG HILIR RESIDENCES,"A-3A-02, JALAN AMPANG HILIR",3,2131,2017-09-06,2100000,2150134.25
26395,SUTRAMAS,"8-13A, JALAN DUTAMAS MELATI",8,1378,2017-09-06,770000,715809.4375
3434,MIDFIELDS,"A-13A-6, JALAN 1/108",13,855,2017-09-06,455000,508624.96875
38599,THE TROIKA,"A-20-1, PERSIARAN KLCC",20,2357,2017-09-06,2550000,3126703.5
26396,SUTRAMAS,"10-1, JALAN DUTAMAS MELATI",10,3186,2017-09-06,1400000,1378039.625
444,THE SCOTT GARDEN,"C-13A-15, JALAN KELANG LAMA",13,764,2017-09-06,376000,480285.5
7686,THE WESTSIDE ONE,"2-2, PERSIARAN RESIDEN",2,2034,2017-09-06,1400000,1433608.5
34624,SRI LOJING,"3B-2-6, JALAN 4/27E",2,786,2017-09-06,390000,399112.1875
21042,MONT KIARA BAYU,"23-08, OFF JALAN BUKIT KIARA BAYU",23,1055,2017-09-06,676000,682332.8125
773,SRI PENARA,"A-11-2, JALAN SRI PERMAISURI 1",11,646,2017-09-06,220000,167521.578125
772,SRI PENARA,"A-06-22, JALAN SRI PERMAISURI 1",6,646,2017-09-06,240000,167989.703125
771,SRI PENARA,"D-01-16, JALAN PERMAISURI 1",1,646,2017-09-06,200000,172080.453125
13049,MAY TOWER SERVICE APARTMENT,"7-24-2, JALAN MUNSYI ABDULLAH",24,344,2017-09-06,300000,304724.8125
27772,FABER HEIGHTS,"82-14-3(C146), JALAN DESA UTAMA",14,1195,2017-09-06,640000,610778.125
38163,KONDOMINIUM RAFFLESIA,"B-17-9, JALAN 6/48A",17,901,2017-09-06,506000,461690.46875
17042,AC4,"A-10-10, JALAN KLANG LAMA",10,624,2017-09-06,140000,39994.0859375
23909,HAPPY GARDEN FLAT,"3-3-2 (29-3-4), JALAN 2/127",3,646,2017-09-06,230000,196720.578125
28073,BUKIT MAS APARTMENT,"36-2-4, JALAN 1/48",2,945,2017-09-07,250000,199868.234375
9139,D' ALAMANDA,"C-10-7, D'ALAMANDA PUDU IMPIAN IV, PUDU IMPIAN",10,1109,2017-09-07,530000,488315.3125
37193,LIDO RESIDENCY,"A-17-4, JALAN YAAKOB LATIF",17,962,2017-09-07,580000,659248.375
29144,VIVA RESIDENCY,"B-10-07, JALAN IPOH",10,818,2017-09-07,520000,462973.09375
27903,MEDAN PUTRA,"B-5-8, JALAN MEDAN PUTRA 2",5,1076,2017-09-07,400000,381060.6875
30604,OBD GARDEN TOWER,"300-3-7, JALAN DESA UTAMA",3,1292,2017-09-07,700000,794515.6875
38692,SENTUL VILLAGE,"23A-3, JALAN SENTUL PERDANA",23,947,2017-09-07,550000,610581.875
20804,THE MAPLE,"B-12-2, PERSIARAN PARK VIEW",12,1707,2017-09-07,1350000,1167653.5
20141,PERUMAHAN RAKYAT PANTAI PERMAI,"D-13-7, JALAN PANTAI PERMAI",13,650,2017-09-07,120000,153294.484375
2023,TAMAN MELATI,"A10-T5-U5, JALAN 1/5C",5,581,2017-09-07,135000,141038.78125
30643,THE GREENS,"B-16-2, JALAN WAN KADIR 5",16,2426,2017-09-07,2547300,2135553.5
16049,MONT KIARA DAMAI,"13-06 (13-F), OFF JALAN BUKIT KIARA",13,2594,2017-09-07,1700000,1604983.625
33834,DESA ANGKASA,"17-1, JALAN TAMAN U-THANT",17,1981,2017-09-07,1000000,1404012.125
35811,THE SENTRAL RESIDENCES,"B-36-1, NO, 8 JALAN STESEN SENTRAL 2",36,1033,2017-09-07,1400000,1186230.375
2438,SENI MONT KIARA,"D-1-5, CHANGKAT DUTA KIARA",1,2347,2017-09-07,1800000,1740408.25
5013,TIFFANI KIARA,"A-07-3A, CHANGKAT DUTA KIARA",7,1604,2017-09-07,1030000,1107573.0
19209,VILLA ANGSANA,"B-9-6, JALAN IPOH",9,1130,2017-09-07,480000,495926.65625
8534,CHANGKAT VIEW CONDOMINIUM,"A-02-05, CHANGKAT VIEW CONDO",2,1098,2017-09-07,500000,554172.5
35882,IDAMAN SURIA,"2-14-15, JALAN 10/21D",14,689,2017-09-07,250000,216422.453125
21687,CERIAAN KIARA,"A-18-02, JALAN KIARA 3",18,1830,2017-09-07,930000,979623.625
28948,PERTIWI INDAH,"A-01-3, JALAN PERTIWI",1,1281,2017-09-07,520000,547226.9375
8019,TITIWANGSA SENTRAL CONDO,"A2-19-1, JALAN CHEMOR",19,1066,2017-09-07,700000,606646.0625
770,SRI PENARA,"C-6-16, JALAN SRI PERMAISURI 1",6,646,2017-09-07,220000,167989.703125
23740,SEGAR RIA,"A-12-3, JALAN 1A",12,657,2017-09-07,150000,135059.9375
38677,ARCORIS MONT KIARA,"B2-10-12, ARCORIS, MONT' KIARA",10,945,2017-09-08,1000000,848380.625
8408,KIARAMAS AYURIA CONDO,"B-8-3A, JALAN KIARA 7",8,2002,2017-09-08,1350000,1378064.625
7310,GENTING COURT,"5-13-2, JALAN 3/50C",13,802,2017-09-08,230000,240691.9375
27771,FABER HEIGHTS,"78-9-4, JALAN DESA UTAMA",9,1206,2017-09-08,645000,615052.75
1049,REGALIA SERVICE APARTMENT,"A-27-01, JALAN SULTAN ISMAIL",27,560,2017-09-08,500000,481726.34375
20271,DESA TASEK FASA 1A,"28-1-8, JALAN 2/146",1,850,2017-09-08,200000,196059.984375
15019,SAVILLE @ MELAWATI,"A-16-8, JALAN KOLAM AIR",16,1001,2017-09-08,425000,543323.75
27090,CLEAR WATER RESIDENCE,"5-11, CHANGKAT SEMANTAN",5,1581,2017-09-08,850000,1367579.125
9710,PUNCAK BANYAN,"B-19-1, LEBUHRAYA ELITE",19,807,2017-09-08,340000,319277.34375
1793,SOLARIS DUTAMAS,"B4-9-3, JALAN DUTAMAS 1",9,678,2017-09-08,725000,649663.625
1289,VERVE SUITES,"B-21-06, JALAN KIARA 5, MONT' KIARA",21,635,2017-09-08,700000,684419.625
24,OUG PARKLANE,"E2-13A-11, JALAN 1/152",13,950,2017-09-08,380000,403524.21875
26727,TIVOLI VILLAS,"2-7-8, JALAN MEDANG TANDUK",7,1141,2017-09-08,930000,889853.6875
6517,AMADESA,"C-14-06, JALAN 5/125",14,1173,2017-09-08,400000,418503.8125
2621,BANDAR TASIK SELATAN FLAT,"A-12-2, JALAN 30/146",12,657,2017-09-08,170000,144630.125
8919,PRIMA SETAPAK,"A-17-1, JALAN PRIMA SETAPAK",17,1227,2017-09-08,468000,472376.90625
6667,DESA GREEN,"1-5-12, JALAN DESA BAKTI",5,578,2017-09-08,430000,404157.375
28377,PLATINUM HILL PV3,"B-15-12, JALAN MELATI UTAMA 2",15,1270,2017-09-08,420000,467491.5
24920,PUTRA VILLA KONDOMINIUM,"B-9-10, JALAN TERMINAL PUTRA",9,1066,2017-09-08,480000,441523.46875
21494,MENARA WARISAN (THE HERITAGE),"284-1-4, JALAN PAHANG",1,1206,2017-09-08,380000,309686.53125
38060,NADI BANGSAR,"15-13, JALAN TANDOK",15,689,2017-09-08,868000,730448.4375
6793,TAMAN BUKIT ANGKASA,"20-4-23, JALAN 7/112A",4,743,2017-09-08,95000,204207.984375
30642,THE GREENS,"A-19-3, JALAN WAN KADIR 5",19,2968,2017-09-08,3000000,2597458.25
31990,ONE CENTRAL PARK,"7-7, JALAN RESIDEN 2",7,1345,2017-09-08,1115000,934021.0625
12703,PANTAI HILLPARK 2,"8-13-4, FASA 2, JALAN PANTAI DALAM",13,807,2017-09-11,420000,389436.78125
8407,KIARAMAS AYURIA CONDO,"B-7-1, JALAN KIARA 7",7,1604,2017-09-11,1170000,1132770.625
8533,CHANGKAT VIEW CONDOMINIUM,"B-20-03, CHANGKAT VIEW CONDO",20,1098,2017-09-11,600000,583461.9375
1585,THE Z RESIDENCE,"D-06-05, JALAN JALIL PERWIRA 2",6,1238,2017-09-11,635000,630293.75
4066,WANGSA MAJU SEKSYEN 1,"004N, SEKSYEN 1, JALAN 3/27A",3,531,2017-09-11,170000,162097.3125
23,OUG PARKLANE,"B1-07-06, JALAN 1/152",7,950,2017-09-11,415000,400411.84375
30223,VILLA FLORA (TTDI FASA 7),"150-2-8, JALAN BURHANUDDIN HELMI",2,1475,2017-09-11,940000,826660.5625
37542,ARAVILLE,"22A-6-3, JALAN KAPAS",6,2067,2017-09-11,1525000,1605103.125
18113,CENDANA,"33-02, JALAN CENDANA",33,4467,2017-09-11,2500000,3038477.5
21493,MENARA WARISAN (THE HERITAGE),"282-05-06, JALAN PAHANG",5,1206,2017-09-11,338000,348489.03125
4065,WANGSA MAJU SEKSYEN 1,"502, BBWM",3,531,2017-09-11,220000,162097.3125
1584,THE Z RESIDENCE,"C-13A-01, JALAN JALIL PERWIRA 2",13,1410,2017-09-11,680000,695906.125
18779,PANTAI PANORAMA,"3-15-6, JALAN 112H",15,1249,2017-09-11,675000,736695.0
27858,DESA PUTRA,"C-09-06, JALAN WANGSA PERDANA 3",9,1345,2017-09-11,627200,669141.0
4223,THE LEAFZ @ DEDAUN SUNGAI BESI,"C-21-9, JALAN HANG TUAH 2",21,1025,2017-09-11,663000,634139.8125
16125,MUTIARA UPPER EAST,"A-6-3A, JALAN 1/76",6,1711,2017-09-11,1030006,1084679.75
28833,IDAMAN PUTRA,"A-5-1, JALAN 6/21D",5,1336,2017-09-11,410000,462359.78125
17576,VISTA KOMANWEL C,"C-02-03, OFF LEBUHRAYA KESAS",2,1206,2017-09-11,450000,514640.125
13404,JALIL DAMAI,"E-3-5, JALAN 14/155C",3,947,2017-09-11,400000,409836.21875
11094,RESIDENCE 8,"A-15-08, JALAN SRI JATI 3",15,1206,2017-09-11,600000,589529.5
22933,DESA DAMANSARA,"11-10-1, JALAN SETIAKASIH",10,2788,2017-09-11,1950000,1812073.125
15776,HARTAMAS REGENCY 2,"B-01-3A, JALAN DUTA HARTAMAS",1,1432,2017-09-11,890000,810758.875
8177,SUASANA LUMAYAN,"D-2-5, JALAN TASIK PERMAISURI 2",2,1364,2017-09-11,319000,543790.8125
15697,KETUMBAR HILL,"G-5-14, JALAN KETUMBAR",5,883,2017-09-11,420000,416597.21875
7904,ENDAH RIA,"D-8-2, JALAN 3/149E",8,947,2017-09-11,400000,384907.03125
25298,MENARA MEGAH,"B-13-20, JALAN KOLAM AIR",13,1195,2017-09-11,410000,420945.9375
27271,VISTA KIARA,"B-16-4, JALAN 1/61A",16,1238,2017-09-11,595000,658877.5
18013,CENDANA,"33-02, JALAN CENDANA",33,4467,2017-09-11,2500000,2363826.5
37944,TAMAN WILAYAH SELAYANG,"22-1-1, JALAN 13/2A",1,678,2017-09-11,118000,73667.2265625
38403,FERN LODGE,"4B, JALAN BUKIT TINGGI",20,2368,2017-09-11,980000,995106.4375
18625,KENANGA POINT,"B-4-12 (B-4-9), JALAN GELUGOR",4,1066,2017-09-11,450000,459088.59375
37180,TONG FATT BUILDING,"114E, JALAN SULTAN ABD SAMAD",1,807,2017-09-11,320000,221713.734375
17501,VISTA KOMANWEL A,"A1-03-6, OFF LEBUHRAYA KESAS",3,1227,2017-09-11,440000,503993.9375
17500,VISTA KOMANWEL A,"A2-06-5, OFF LEBUHRAYA KESAS",6,1227,2017-09-11,400000,504159.3125
19994,VISTA KOMANWEL B,"B1-15-4, OFF LEBUHRAYA KESAS",15,1227,2017-09-11,540000,530345.0
1288,VERVE SUITES,"C-26-5, JALAN KIARA 5",26,463,2017-09-11,645000,623956.625
23336,DORCHESTER,"K-12-1, JALAN SRI HARTAMAS",12,883,2017-09-11,650000,514284.90625
15620,PANORAMA RESIDENCES,"B-11-15, JALAN BULLION MEWAH 9",11,1092,2017-09-11,452000,484336.875
27313,RESIDENSI DESA,"08-03, JALAN RIANG RIA 8",8,1206,2017-09-11,640000,594003.125
23053,DESA PANTAI FLAT,"1-2-8, JALAN PANTAI DALAM",2,614,2017-09-12,70000,135966.921875
35900,1 DESA RESIDENCE,"A-4-7, JALAN DESA BAKTI 2",4,2142,2017-09-12,1680000,1111199.875
34648,MENARA PELANGI,"B-7-2, LORONG ANG SENG 2",7,861,2017-09-12,485000,403013.5
1048,REGALIA SERVICE APARTMENT,"A-31-3B, JALAN SULTAN ISMAIL",31,988,2017-09-12,920000,680868.3125
4695,VILLA ORKID,"B-12-08, OFF JALAN SEGAMBUT",12,1893,2017-09-12,750000,833272.125
12535,TAMAN BUKIT CHERAS,"3-3-12, JALAN 1/144A",3,635,2017-09-12,160000,125557.8671875
27045,BAM VILLAS,"42C-11-4, JALAN PRIA",11,1066,2017-09-12,370000,382678.03125
4845,SRI PUTRAMAS,"D-8-10, JALAN PUTRAMAS 1, OFF JALAN KUCHING",8,1098,2017-09-12,485000,479899.53125
31527,TAMAN KOBENA,"2-4-5, JALAN CHERAS",4,570,2017-09-12,128000,114688.4609375
6024,LAMAN DAMAI (LI GARDEN),"B-10-9, JALAN KUANG BERTAM 9",10,657,2017-09-12,206000,179587.09375
